segment,keyword,clicks,length
website_1,keyword_id_1,68806,2
website_1,keyword_id_2,62584,1
website_1,keyword_id_3,53947,2
website_1,keyword_id_4,30763,1
website_1,keyword_id_5,30500,1
website_1,keyword_id_6,28652,2
website_1,keyword_id_7,28446,1
website_1,keyword_id_8,26815,1
website_1,keyword_id_9,25262,1
website_1,keyword_id_10,24804,1
website_1,keyword_id_11,23101,3
website_1,keyword_id_12,22792,2
website_1,keyword_id_13,18374,1
website_1,keyword_id_14,16190,2
website_1,keyword_id_15,15626,3
website_1,keyword_id_16,14676,2
website_1,keyword_id_17,12426,2
website_1,keyword_id_18,11285,1
website_1,keyword_id_19,10965,3
website_1,keyword_id_20,10863,2
website_1,keyword_id_21,10269,1
website_1,keyword_id_22,10221,2
website_1,keyword_id_23,10032,2
website_1,keyword_id_24,10007,2
website_1,keyword_id_25,9588,1
website_1,keyword_id_26,9342,1
website_1,keyword_id_27,9016,2
website_1,keyword_id_28,8961,1
website_1,keyword_id_29,8678,2
website_1,keyword_id_30,8556,2
website_1,keyword_id_31,8212,2
website_1,keyword_id_32,8113,2
website_1,keyword_id_33,7865,1
website_1,keyword_id_34,7137,2
website_1,keyword_id_35,6952,2
website_1,keyword_id_36,6918,1
website_1,keyword_id_37,6914,2
website_1,keyword_id_38,6877,2
website_1,keyword_id_39,6640,2
website_1,keyword_id_40,6407,1
website_1,keyword_id_41,6015,2
website_1,keyword_id_42,5870,2
website_1,keyword_id_43,5704,2
website_1,keyword_id_44,5636,1
website_1,keyword_id_45,5484,2
website_1,keyword_id_46,5353,3
website_1,keyword_id_47,5245,2
website_1,keyword_id_48,5145,3
website_1,keyword_id_49,5014,1
website_1,keyword_id_50,4991,3
website_1,keyword_id_51,4919,3
website_1,keyword_id_52,4823,2
website_1,keyword_id_53,4689,2
website_1,keyword_id_54,4661,4
website_1,keyword_id_55,4627,2
website_1,keyword_id_56,4450,3
website_1,keyword_id_57,4257,3
website_1,keyword_id_58,4127,3
website_1,keyword_id_59,4031,4
website_1,keyword_id_60,4005,3
website_1,keyword_id_61,3999,2
website_1,keyword_id_62,3933,3
website_1,keyword_id_63,3871,2
website_1,keyword_id_64,3750,4
website_1,keyword_id_65,3652,2
website_1,keyword_id_66,3617,4
website_1,keyword_id_67,3547,2
website_1,keyword_id_68,3476,2
website_1,keyword_id_69,3448,4
website_1,keyword_id_70,3390,2
website_1,keyword_id_71,3386,3
website_1,keyword_id_72,3293,2
website_1,keyword_id_73,3252,1
website_1,keyword_id_74,3221,2
website_1,keyword_id_75,3209,3
website_1,keyword_id_76,3156,3
website_1,keyword_id_77,3002,4
website_1,keyword_id_78,2973,2
website_1,keyword_id_79,2810,2
website_1,keyword_id_80,2801,3
website_1,keyword_id_81,2799,3
website_1,keyword_id_82,2752,3
website_1,keyword_id_83,2748,2
website_1,keyword_id_84,2741,2
website_1,keyword_id_85,2711,3
website_1,keyword_id_86,2695,3
website_1,keyword_id_87,2675,2
website_1,keyword_id_88,2638,2
website_1,keyword_id_89,2596,2
website_1,keyword_id_90,2593,2
website_1,keyword_id_91,2532,4
website_1,keyword_id_92,2486,3
website_1,keyword_id_93,2478,2
website_1,keyword_id_94,2478,2
website_1,keyword_id_95,2402,2
website_1,keyword_id_96,2366,3
website_1,keyword_id_97,2365,3
website_1,keyword_id_98,2360,2
website_1,keyword_id_99,2257,1
website_1,keyword_id_100,2229,3
website_1,keyword_id_101,2212,2
website_1,keyword_id_102,2192,3
website_1,keyword_id_103,2150,2
website_1,keyword_id_104,2130,4
website_1,keyword_id_105,2112,4
website_1,keyword_id_106,2099,3
website_1,keyword_id_107,1966,4
website_1,keyword_id_108,1957,2
website_1,keyword_id_109,1912,2
website_1,keyword_id_110,1907,4
website_1,keyword_id_111,1895,1
website_1,keyword_id_112,1826,2
website_1,keyword_id_113,1819,3
website_1,keyword_id_114,1796,3
website_1,keyword_id_115,1762,2
website_1,keyword_id_116,1732,3
website_1,keyword_id_117,1726,2
website_1,keyword_id_118,1716,4
website_1,keyword_id_119,1703,3
website_1,keyword_id_120,1680,3
website_1,keyword_id_121,1666,4
website_1,keyword_id_122,1658,4
website_1,keyword_id_123,1640,3
website_1,keyword_id_124,1634,2
website_1,keyword_id_125,1632,2
website_1,keyword_id_126,1613,2
website_1,keyword_id_127,1596,3
website_1,keyword_id_128,1584,3
website_1,keyword_id_129,1581,2
website_1,keyword_id_130,1577,2
website_1,keyword_id_131,1572,2
website_1,keyword_id_132,1570,2
website_1,keyword_id_133,1557,2
website_1,keyword_id_134,1550,3
website_1,keyword_id_135,1535,3
website_1,keyword_id_136,1505,1
website_1,keyword_id_137,1505,3
website_1,keyword_id_138,1498,3
website_1,keyword_id_139,1471,3
website_1,keyword_id_140,1470,3
website_1,keyword_id_141,1452,2
website_1,keyword_id_142,1444,2
website_1,keyword_id_143,1444,3
website_1,keyword_id_144,1444,3
website_1,keyword_id_145,1392,3
website_1,keyword_id_146,1381,4
website_1,keyword_id_147,1373,3
website_1,keyword_id_148,1357,2
website_1,keyword_id_149,1354,2
website_1,keyword_id_150,1338,3
website_1,keyword_id_151,1331,2
website_1,keyword_id_152,1327,4
website_1,keyword_id_153,1316,1
website_1,keyword_id_154,1284,2
website_1,keyword_id_155,1271,1
website_1,keyword_id_156,1267,2
website_1,keyword_id_157,1265,1
website_1,keyword_id_158,1254,4
website_1,keyword_id_159,1250,2
website_1,keyword_id_160,1250,2
website_1,keyword_id_161,1244,1
website_1,keyword_id_162,1239,2
website_1,keyword_id_163,1237,3
website_1,keyword_id_164,1234,1
website_1,keyword_id_165,1227,2
website_1,keyword_id_166,1226,4
website_1,keyword_id_167,1197,3
website_1,keyword_id_168,1185,1
website_1,keyword_id_169,1181,1
website_1,keyword_id_170,1152,3
website_1,keyword_id_171,1152,3
website_1,keyword_id_172,1148,3
website_1,keyword_id_173,1145,3
website_1,keyword_id_174,1143,3
website_1,keyword_id_175,1126,2
website_1,keyword_id_176,1126,2
website_1,keyword_id_177,1124,2
website_1,keyword_id_178,1112,2
website_1,keyword_id_179,1111,2
website_1,keyword_id_180,1110,2
website_1,keyword_id_181,1096,1
website_1,keyword_id_182,1094,3
website_1,keyword_id_183,1090,3
website_1,keyword_id_184,1088,2
website_1,keyword_id_185,1085,2
website_1,keyword_id_186,1078,4
website_1,keyword_id_187,1062,2
website_1,keyword_id_188,1053,4
website_1,keyword_id_189,1047,3
website_1,keyword_id_190,1045,1
website_1,keyword_id_191,1042,4
website_1,keyword_id_192,1038,4
website_1,keyword_id_193,1035,3
website_1,keyword_id_194,1031,2
website_1,keyword_id_195,1015,1
website_1,keyword_id_196,1015,3
website_1,keyword_id_197,1010,2
website_1,keyword_id_198,995,1
website_1,keyword_id_199,987,1
website_1,keyword_id_200,961,5
website_1,keyword_id_201,959,4
website_1,keyword_id_202,939,2
website_1,keyword_id_203,930,2
website_1,keyword_id_204,924,2
website_1,keyword_id_205,906,1
website_1,keyword_id_206,906,3
website_1,keyword_id_207,897,3
website_1,keyword_id_208,895,2
website_1,keyword_id_209,895,2
website_1,keyword_id_210,889,2
website_1,keyword_id_211,887,3
website_1,keyword_id_212,887,3
website_1,keyword_id_213,885,2
website_1,keyword_id_214,883,1
website_1,keyword_id_215,882,2
website_1,keyword_id_216,873,4
website_1,keyword_id_217,868,3
website_1,keyword_id_218,859,3
website_1,keyword_id_219,855,1
website_1,keyword_id_220,853,3
website_1,keyword_id_221,852,4
website_1,keyword_id_222,850,3
website_1,keyword_id_223,840,2
website_1,keyword_id_224,838,3
website_1,keyword_id_225,823,3
website_1,keyword_id_226,822,3
website_1,keyword_id_227,815,3
website_1,keyword_id_228,814,3
website_1,keyword_id_229,806,3
website_1,keyword_id_230,805,3
website_1,keyword_id_231,803,3
website_1,keyword_id_232,798,2
website_1,keyword_id_233,797,3
website_1,keyword_id_234,797,2
website_1,keyword_id_235,789,3
website_1,keyword_id_236,787,2
website_1,keyword_id_237,785,3
website_1,keyword_id_238,779,4
website_1,keyword_id_239,778,2
website_1,keyword_id_240,777,2
website_1,keyword_id_241,776,1
website_1,keyword_id_242,764,2
website_1,keyword_id_243,762,4
website_1,keyword_id_244,758,3
website_1,keyword_id_245,757,3
website_1,keyword_id_246,756,2
website_1,keyword_id_247,753,2
website_1,keyword_id_248,753,4
website_1,keyword_id_249,745,5
website_1,keyword_id_250,744,2
website_1,keyword_id_251,743,2
website_1,keyword_id_252,737,3
website_1,keyword_id_253,736,4
website_1,keyword_id_254,733,1
website_1,keyword_id_255,730,3
website_1,keyword_id_256,729,3
website_1,keyword_id_257,719,3
website_1,keyword_id_258,718,5
website_1,keyword_id_259,718,2
website_1,keyword_id_260,716,4
website_1,keyword_id_261,715,4
website_1,keyword_id_262,711,2
website_1,keyword_id_263,708,3
website_1,keyword_id_264,708,3
website_1,keyword_id_265,705,4
website_1,keyword_id_266,704,2
website_1,keyword_id_267,700,3
website_1,keyword_id_268,699,1
website_1,keyword_id_269,696,3
website_1,keyword_id_270,693,2
website_1,keyword_id_271,692,3
website_1,keyword_id_272,691,3
website_1,keyword_id_273,689,3
website_1,keyword_id_274,684,2
website_1,keyword_id_275,682,3
website_1,keyword_id_276,681,2
website_1,keyword_id_277,679,4
website_1,keyword_id_278,679,2
website_1,keyword_id_279,676,3
website_1,keyword_id_280,676,3
website_1,keyword_id_281,675,3
website_1,keyword_id_282,671,3
website_1,keyword_id_283,660,3
website_1,keyword_id_284,660,4
website_1,keyword_id_285,658,3
website_1,keyword_id_286,654,3
website_1,keyword_id_287,647,3
website_1,keyword_id_288,647,3
website_1,keyword_id_289,643,3
website_1,keyword_id_290,642,4
website_1,keyword_id_291,638,4
website_1,keyword_id_292,636,4
website_1,keyword_id_293,634,2
website_1,keyword_id_294,630,3
website_1,keyword_id_295,630,4
website_1,keyword_id_296,629,1
website_1,keyword_id_297,623,2
website_1,keyword_id_298,623,2
website_1,keyword_id_299,617,1
website_1,keyword_id_300,617,3
website_1,keyword_id_301,611,3
website_1,keyword_id_302,609,1
website_1,keyword_id_303,609,3
website_1,keyword_id_304,604,3
website_1,keyword_id_305,603,3
website_1,keyword_id_306,601,3
website_1,keyword_id_307,601,1
website_1,keyword_id_308,598,3
website_1,keyword_id_309,593,2
website_1,keyword_id_310,593,2
website_1,keyword_id_311,591,3
website_1,keyword_id_312,585,2
website_1,keyword_id_313,582,3
website_1,keyword_id_314,581,4
website_1,keyword_id_315,579,3
website_1,keyword_id_316,578,5
website_1,keyword_id_317,578,2
website_1,keyword_id_318,575,2
website_1,keyword_id_319,569,3
website_1,keyword_id_320,553,4
website_1,keyword_id_321,551,2
website_1,keyword_id_322,548,3
website_1,keyword_id_323,548,4
website_1,keyword_id_324,547,2
website_1,keyword_id_325,546,4
website_1,keyword_id_326,544,3
website_1,keyword_id_327,543,3
website_1,keyword_id_328,541,2
website_1,keyword_id_329,538,3
website_1,keyword_id_330,538,3
website_1,keyword_id_331,537,2
website_1,keyword_id_332,537,2
website_1,keyword_id_333,535,2
website_1,keyword_id_334,533,3
website_1,keyword_id_335,533,3
website_1,keyword_id_336,532,3
website_1,keyword_id_337,530,3
website_1,keyword_id_338,527,2
website_1,keyword_id_339,527,4
website_1,keyword_id_340,523,4
website_1,keyword_id_341,518,2
website_1,keyword_id_342,515,4
website_1,keyword_id_343,513,3
website_1,keyword_id_344,505,2
website_1,keyword_id_345,503,3
website_1,keyword_id_346,502,4
website_1,keyword_id_347,500,4
website_1,keyword_id_348,499,4
website_1,keyword_id_349,498,1
website_1,keyword_id_350,497,3
website_1,keyword_id_351,487,2
website_1,keyword_id_352,486,2
website_1,keyword_id_353,486,3
website_1,keyword_id_354,485,1
website_1,keyword_id_355,484,4
website_1,keyword_id_356,483,2
website_1,keyword_id_357,482,3
website_1,keyword_id_358,481,2
website_1,keyword_id_359,476,2
website_1,keyword_id_360,475,3
website_1,keyword_id_361,470,4
website_1,keyword_id_362,467,2
website_1,keyword_id_363,465,3
website_1,keyword_id_364,464,3
website_1,keyword_id_365,463,2
website_1,keyword_id_366,460,3
website_1,keyword_id_367,460,3
website_1,keyword_id_368,459,3
website_1,keyword_id_369,459,4
website_1,keyword_id_370,458,3
website_1,keyword_id_371,455,3
website_1,keyword_id_372,454,3
website_1,keyword_id_373,453,2
website_1,keyword_id_374,452,2
website_1,keyword_id_375,451,2
website_1,keyword_id_376,449,4
website_1,keyword_id_377,448,3
website_1,keyword_id_378,447,2
website_1,keyword_id_379,445,1
website_1,keyword_id_380,439,3
website_1,keyword_id_381,439,3
website_1,keyword_id_382,438,1
website_1,keyword_id_383,436,2
website_1,keyword_id_384,435,4
website_1,keyword_id_385,434,3
website_1,keyword_id_386,433,2
website_1,keyword_id_387,431,3
website_1,keyword_id_388,429,4
website_1,keyword_id_389,426,1
website_1,keyword_id_390,424,4
website_1,keyword_id_391,423,1
website_1,keyword_id_392,422,2
website_1,keyword_id_393,422,2
website_1,keyword_id_394,421,2
website_1,keyword_id_395,418,3
website_1,keyword_id_396,418,3
website_1,keyword_id_397,416,2
website_1,keyword_id_398,412,1
website_1,keyword_id_399,403,2
website_1,keyword_id_400,403,3
website_1,keyword_id_401,403,2
website_1,keyword_id_402,401,1
website_1,keyword_id_403,400,3
website_1,keyword_id_404,399,3
website_1,keyword_id_405,399,4
website_1,keyword_id_406,398,3
website_1,keyword_id_407,398,2
website_1,keyword_id_408,395,3
website_1,keyword_id_409,392,3
website_1,keyword_id_410,392,4
website_1,keyword_id_411,389,2
website_1,keyword_id_412,389,3
website_1,keyword_id_413,388,3
website_1,keyword_id_414,387,5
website_1,keyword_id_415,384,1
website_1,keyword_id_416,383,3
website_1,keyword_id_417,383,4
website_1,keyword_id_418,381,1
website_1,keyword_id_419,380,5
website_1,keyword_id_420,380,3
website_1,keyword_id_421,379,4
website_1,keyword_id_422,379,5
website_1,keyword_id_423,377,3
website_1,keyword_id_424,377,3
website_1,keyword_id_425,376,3
website_1,keyword_id_426,370,4
website_1,keyword_id_427,370,2
website_1,keyword_id_428,368,2
website_1,keyword_id_429,367,3
website_1,keyword_id_430,367,2
website_1,keyword_id_431,367,3
website_1,keyword_id_432,365,1
website_1,keyword_id_433,364,4
website_1,keyword_id_434,363,2
website_1,keyword_id_435,363,3
website_1,keyword_id_436,363,2
website_1,keyword_id_437,361,4
website_1,keyword_id_438,361,3
website_1,keyword_id_439,359,2
website_1,keyword_id_440,359,2
website_1,keyword_id_441,359,2
website_1,keyword_id_442,359,2
website_1,keyword_id_443,358,2
website_1,keyword_id_444,358,3
website_1,keyword_id_445,357,2
website_1,keyword_id_446,355,4
website_1,keyword_id_447,353,3
website_1,keyword_id_448,351,3
website_1,keyword_id_449,351,4
website_1,keyword_id_450,350,4
website_1,keyword_id_451,350,4
website_1,keyword_id_452,350,3
website_1,keyword_id_453,349,4
website_1,keyword_id_454,348,3
website_1,keyword_id_455,346,2
website_1,keyword_id_456,344,2
website_1,keyword_id_457,344,3
website_1,keyword_id_458,343,4
website_1,keyword_id_459,342,4
website_1,keyword_id_460,338,3
website_1,keyword_id_461,336,1
website_1,keyword_id_462,335,2
website_1,keyword_id_463,335,2
website_1,keyword_id_464,334,5
website_1,keyword_id_465,333,4
website_1,keyword_id_466,333,3
website_1,keyword_id_467,333,2
website_1,keyword_id_468,333,3
website_1,keyword_id_469,329,4
website_1,keyword_id_470,329,3
website_1,keyword_id_471,329,3
website_1,keyword_id_472,329,3
website_1,keyword_id_473,327,3
website_1,keyword_id_474,327,4
website_1,keyword_id_475,324,4
website_1,keyword_id_476,321,3
website_1,keyword_id_477,320,1
website_1,keyword_id_478,317,2
website_1,keyword_id_479,317,3
website_1,keyword_id_480,316,2
website_1,keyword_id_481,316,2
website_1,keyword_id_482,316,3
website_1,keyword_id_483,316,2
website_1,keyword_id_484,313,1
website_1,keyword_id_485,312,2
website_1,keyword_id_486,311,3
website_1,keyword_id_487,311,3
website_1,keyword_id_488,311,3
website_1,keyword_id_489,310,2
website_1,keyword_id_490,310,3
website_1,keyword_id_491,310,4
website_1,keyword_id_492,310,1
website_1,keyword_id_493,309,4
website_1,keyword_id_494,309,2
website_1,keyword_id_495,306,2
website_1,keyword_id_496,306,2
website_1,keyword_id_497,305,2
website_1,keyword_id_498,305,3
website_1,keyword_id_499,301,2
website_1,keyword_id_500,299,4
website_1,keyword_id_501,293,1
website_1,keyword_id_502,292,2
website_1,keyword_id_503,290,1
website_1,keyword_id_504,290,4
website_1,keyword_id_505,290,2
website_1,keyword_id_506,287,2
website_1,keyword_id_507,286,4
website_1,keyword_id_508,285,2
website_1,keyword_id_509,281,4
website_1,keyword_id_510,280,5
website_1,keyword_id_511,279,3
website_1,keyword_id_512,279,2
website_1,keyword_id_513,278,4
website_1,keyword_id_514,278,3
website_1,keyword_id_515,275,3
website_1,keyword_id_516,274,2
website_1,keyword_id_517,274,3
website_1,keyword_id_518,274,3
website_1,keyword_id_519,274,3
website_1,keyword_id_520,272,3
website_1,keyword_id_521,272,3
website_1,keyword_id_522,271,3
website_1,keyword_id_523,269,2
website_1,keyword_id_524,269,3
website_1,keyword_id_525,269,3
website_1,keyword_id_526,268,4
website_1,keyword_id_527,265,3
website_1,keyword_id_528,264,4
website_1,keyword_id_529,263,1
website_1,keyword_id_530,262,3
website_1,keyword_id_531,261,4
website_1,keyword_id_532,261,2
website_1,keyword_id_533,260,2
website_1,keyword_id_534,259,2
website_1,keyword_id_535,259,3
website_1,keyword_id_536,258,3
website_1,keyword_id_537,258,5
website_1,keyword_id_538,257,2
website_1,keyword_id_539,257,3
website_1,keyword_id_540,257,3
website_1,keyword_id_541,256,3
website_1,keyword_id_542,255,2
website_1,keyword_id_543,255,2
website_1,keyword_id_544,255,3
website_1,keyword_id_545,254,4
website_1,keyword_id_546,254,3
website_1,keyword_id_547,253,4
website_1,keyword_id_548,252,2
website_1,keyword_id_549,252,3
website_1,keyword_id_550,251,2
website_1,keyword_id_551,249,2
website_1,keyword_id_552,248,2
website_1,keyword_id_553,248,2
website_1,keyword_id_554,247,3
website_1,keyword_id_555,247,2
website_1,keyword_id_556,245,5
website_1,keyword_id_557,243,2
website_1,keyword_id_558,243,3
website_1,keyword_id_559,242,4
website_1,keyword_id_560,242,3
website_1,keyword_id_561,242,3
website_1,keyword_id_562,241,1
website_1,keyword_id_563,241,4
website_1,keyword_id_564,240,3
website_1,keyword_id_565,240,3
website_1,keyword_id_566,240,2
website_1,keyword_id_567,239,3
website_1,keyword_id_568,239,3
website_1,keyword_id_569,239,3
website_1,keyword_id_570,238,4
website_1,keyword_id_571,237,1
website_1,keyword_id_572,236,3
website_1,keyword_id_573,235,4
website_1,keyword_id_574,235,4
website_1,keyword_id_575,235,2
website_1,keyword_id_576,232,4
website_1,keyword_id_577,231,3
website_1,keyword_id_578,230,2
website_1,keyword_id_579,226,2
website_1,keyword_id_580,225,2
website_1,keyword_id_581,224,1
website_1,keyword_id_582,222,2
website_1,keyword_id_583,222,1
website_1,keyword_id_584,222,2
website_1,keyword_id_585,222,3
website_1,keyword_id_586,220,5
website_1,keyword_id_587,220,3
website_1,keyword_id_588,219,1
website_1,keyword_id_589,219,2
website_1,keyword_id_590,218,2
website_1,keyword_id_591,217,3
website_1,keyword_id_592,217,3
website_1,keyword_id_593,217,2
website_1,keyword_id_594,216,3
website_1,keyword_id_595,215,2
website_1,keyword_id_596,215,3
website_1,keyword_id_597,214,3
website_1,keyword_id_598,213,2
website_1,keyword_id_599,213,3
website_1,keyword_id_600,213,4
website_1,keyword_id_601,212,5
website_1,keyword_id_602,212,2
website_1,keyword_id_603,211,3
website_1,keyword_id_604,207,4
website_1,keyword_id_605,207,4
website_1,keyword_id_606,205,2
website_1,keyword_id_607,205,2
website_1,keyword_id_608,204,2
website_1,keyword_id_609,204,3
website_1,keyword_id_610,204,2
website_1,keyword_id_611,204,3
website_1,keyword_id_612,203,3
website_1,keyword_id_613,202,3
website_1,keyword_id_614,202,4
website_1,keyword_id_615,202,1
website_1,keyword_id_616,202,3
website_1,keyword_id_617,201,3
website_1,keyword_id_618,201,2
website_1,keyword_id_619,200,1
website_1,keyword_id_620,200,3
website_1,keyword_id_621,200,4
website_1,keyword_id_622,199,5
website_1,keyword_id_623,198,4
website_1,keyword_id_624,198,2
website_1,keyword_id_625,196,3
website_1,keyword_id_626,196,2
website_1,keyword_id_627,196,3
website_1,keyword_id_628,195,2
website_1,keyword_id_629,195,2
website_1,keyword_id_630,195,2
website_1,keyword_id_631,194,3
website_1,keyword_id_632,193,2
website_1,keyword_id_633,193,3
website_1,keyword_id_634,192,3
website_1,keyword_id_635,192,3
website_1,keyword_id_636,192,5
website_1,keyword_id_637,191,2
website_1,keyword_id_638,191,2
website_1,keyword_id_639,191,4
website_1,keyword_id_640,191,3
website_1,keyword_id_641,189,3
website_1,keyword_id_642,187,4
website_1,keyword_id_643,186,3
website_1,keyword_id_644,186,4
website_1,keyword_id_645,184,3
website_1,keyword_id_646,184,2
website_1,keyword_id_647,184,4
website_1,keyword_id_648,183,3
website_1,keyword_id_649,183,4
website_1,keyword_id_650,183,3
website_1,keyword_id_651,183,4
website_1,keyword_id_652,182,4
website_1,keyword_id_653,182,3
website_1,keyword_id_654,179,2
website_1,keyword_id_655,179,2
website_1,keyword_id_656,179,3
website_1,keyword_id_657,178,5
website_1,keyword_id_658,178,1
website_1,keyword_id_659,177,2
website_1,keyword_id_660,177,1
website_1,keyword_id_661,176,4
website_1,keyword_id_662,176,3
website_1,keyword_id_663,175,3
website_1,keyword_id_664,173,4
website_1,keyword_id_665,173,4
website_1,keyword_id_666,172,3
website_1,keyword_id_667,172,2
website_1,keyword_id_668,172,2
website_1,keyword_id_669,172,2
website_1,keyword_id_670,172,3
website_1,keyword_id_671,171,2
website_1,keyword_id_672,171,3
website_1,keyword_id_673,171,3
website_1,keyword_id_674,171,2
website_1,keyword_id_675,169,4
website_1,keyword_id_676,169,3
website_1,keyword_id_677,168,2
website_1,keyword_id_678,167,1
website_1,keyword_id_679,167,3
website_1,keyword_id_680,167,1
website_1,keyword_id_681,167,3
website_1,keyword_id_682,166,2
website_1,keyword_id_683,166,3
website_1,keyword_id_684,166,3
website_1,keyword_id_685,165,3
website_1,keyword_id_686,165,3
website_1,keyword_id_687,164,3
website_1,keyword_id_688,164,2
website_1,keyword_id_689,163,2
website_1,keyword_id_690,163,4
website_1,keyword_id_691,163,4
website_1,keyword_id_692,163,4
website_1,keyword_id_693,162,5
website_1,keyword_id_694,162,3
website_1,keyword_id_695,162,2
website_1,keyword_id_696,161,3
website_1,keyword_id_697,161,2
website_1,keyword_id_698,160,3
website_1,keyword_id_699,160,3
website_1,keyword_id_700,160,4
website_1,keyword_id_701,160,2
website_1,keyword_id_702,159,2
website_1,keyword_id_703,159,4
website_1,keyword_id_704,158,3
website_1,keyword_id_705,158,3
website_1,keyword_id_706,158,3
website_1,keyword_id_707,157,4
website_1,keyword_id_708,157,3
website_1,keyword_id_709,156,2
website_1,keyword_id_710,156,5
website_1,keyword_id_711,156,2
website_1,keyword_id_712,156,4
website_1,keyword_id_713,155,3
website_1,keyword_id_714,155,1
website_1,keyword_id_715,155,4
website_1,keyword_id_716,154,3
website_1,keyword_id_717,154,3
website_1,keyword_id_718,153,2
website_1,keyword_id_719,153,3
website_1,keyword_id_720,152,3
website_1,keyword_id_721,152,2
website_1,keyword_id_722,152,3
website_1,keyword_id_723,152,2
website_1,keyword_id_724,152,3
website_1,keyword_id_725,152,2
website_1,keyword_id_726,151,2
website_1,keyword_id_727,151,3
website_1,keyword_id_728,151,3
website_1,keyword_id_729,151,3
website_1,keyword_id_730,150,5
website_1,keyword_id_731,150,4
website_1,keyword_id_732,150,2
website_1,keyword_id_733,149,4
website_1,keyword_id_734,148,2
website_1,keyword_id_735,148,3
website_1,keyword_id_736,147,3
website_1,keyword_id_737,147,4
website_1,keyword_id_738,147,3
website_1,keyword_id_739,147,3
website_1,keyword_id_740,146,4
website_1,keyword_id_741,146,2
website_1,keyword_id_742,145,2
website_1,keyword_id_743,145,5
website_1,keyword_id_744,145,1
website_1,keyword_id_745,144,2
website_1,keyword_id_746,144,2
website_1,keyword_id_747,143,3
website_1,keyword_id_748,143,3
website_1,keyword_id_749,143,2
website_1,keyword_id_750,142,4
website_1,keyword_id_751,142,2
website_1,keyword_id_752,142,3
website_1,keyword_id_753,142,2
website_1,keyword_id_754,141,3
website_1,keyword_id_755,141,6
website_1,keyword_id_756,141,2
website_1,keyword_id_757,140,3
website_1,keyword_id_758,140,3
website_1,keyword_id_759,140,4
website_1,keyword_id_760,140,3
website_1,keyword_id_761,139,4
website_1,keyword_id_762,139,2
website_1,keyword_id_763,139,4
website_1,keyword_id_764,139,3
website_1,keyword_id_765,139,2
website_1,keyword_id_766,138,3
website_1,keyword_id_767,138,4
website_1,keyword_id_768,138,4
website_1,keyword_id_769,138,2
website_1,keyword_id_770,138,2
website_1,keyword_id_771,138,2
website_1,keyword_id_772,137,3
website_1,keyword_id_773,137,2
website_1,keyword_id_774,137,3
website_1,keyword_id_775,135,1
website_1,keyword_id_776,135,2
website_1,keyword_id_777,135,3
website_1,keyword_id_778,135,3
website_1,keyword_id_779,134,1
website_1,keyword_id_780,134,2
website_1,keyword_id_781,134,4
website_1,keyword_id_782,134,2
website_1,keyword_id_783,133,4
website_1,keyword_id_784,133,3
website_1,keyword_id_785,132,3
website_1,keyword_id_786,132,3
website_1,keyword_id_787,131,1
website_1,keyword_id_788,131,3
website_1,keyword_id_789,131,2
website_1,keyword_id_790,130,2
website_1,keyword_id_791,130,2
website_1,keyword_id_792,130,3
website_1,keyword_id_793,130,2
website_1,keyword_id_794,130,2
website_1,keyword_id_795,129,3
website_1,keyword_id_796,129,3
website_1,keyword_id_797,129,4
website_1,keyword_id_798,128,4
website_1,keyword_id_799,128,3
website_1,keyword_id_800,128,2
website_1,keyword_id_801,128,3
website_1,keyword_id_802,128,2
website_1,keyword_id_803,127,2
website_1,keyword_id_804,127,4
website_1,keyword_id_805,126,3
website_1,keyword_id_806,125,3
website_1,keyword_id_807,125,5
website_1,keyword_id_808,125,4
website_1,keyword_id_809,125,4
website_1,keyword_id_810,125,4
website_1,keyword_id_811,125,2
website_1,keyword_id_812,124,3
website_1,keyword_id_813,124,2
website_1,keyword_id_814,124,4
website_1,keyword_id_815,123,3
website_1,keyword_id_816,123,4
website_1,keyword_id_817,123,3
website_1,keyword_id_818,123,3
website_1,keyword_id_819,122,2
website_1,keyword_id_820,122,3
website_1,keyword_id_821,122,2
website_1,keyword_id_822,122,3
website_1,keyword_id_823,122,2
website_1,keyword_id_824,121,5
website_1,keyword_id_825,121,4
website_1,keyword_id_826,121,3
website_1,keyword_id_827,121,2
website_1,keyword_id_828,121,4
website_1,keyword_id_829,120,1
website_1,keyword_id_830,120,3
website_1,keyword_id_831,120,2
website_1,keyword_id_832,119,2
website_1,keyword_id_833,119,4
website_1,keyword_id_834,119,2
website_1,keyword_id_835,119,3
website_1,keyword_id_836,119,4
website_1,keyword_id_837,119,3
website_1,keyword_id_838,119,2
website_1,keyword_id_839,119,2
website_1,keyword_id_840,118,2
website_1,keyword_id_841,118,2
website_1,keyword_id_842,117,3
website_1,keyword_id_843,117,5
website_1,keyword_id_844,117,3
website_1,keyword_id_845,117,3
website_1,keyword_id_846,117,3
website_1,keyword_id_847,117,4
website_1,keyword_id_848,117,1
website_1,keyword_id_849,116,2
website_1,keyword_id_850,116,3
website_1,keyword_id_851,116,2
website_1,keyword_id_852,116,3
website_1,keyword_id_853,116,3
website_1,keyword_id_854,116,3
website_1,keyword_id_855,115,2
website_1,keyword_id_856,115,6
website_1,keyword_id_857,114,5
website_1,keyword_id_858,114,4
website_1,keyword_id_859,113,5
website_1,keyword_id_860,113,3
website_1,keyword_id_861,113,3
