segment,keyword,clicks,length
website_1,keyword_id_2588,14,3
website_1,keyword_id_2589,14,2
website_1,keyword_id_2590,14,2
website_1,keyword_id_2591,14,3
website_1,keyword_id_2592,14,3
website_1,keyword_id_2593,14,3
website_1,keyword_id_2594,14,4
website_1,keyword_id_2595,14,4
website_1,keyword_id_2596,14,3
website_1,keyword_id_2597,14,4
website_1,keyword_id_2598,14,2
website_1,keyword_id_2599,14,3
website_1,keyword_id_2600,14,4
website_1,keyword_id_2601,14,5
website_1,keyword_id_2602,14,4
website_1,keyword_id_2603,14,3
website_1,keyword_id_2604,14,3
website_1,keyword_id_2605,14,4
website_1,keyword_id_2606,14,4
website_1,keyword_id_2607,14,3
website_1,keyword_id_2608,14,4
website_1,keyword_id_2609,14,3
website_1,keyword_id_2610,14,3
website_1,keyword_id_2611,14,3
website_1,keyword_id_2612,14,4
website_1,keyword_id_2613,14,4
website_1,keyword_id_2614,14,3
website_1,keyword_id_2615,14,2
website_1,keyword_id_2616,14,3
website_1,keyword_id_2617,14,3
website_1,keyword_id_2618,14,3
website_1,keyword_id_2619,14,2
website_1,keyword_id_2620,14,3
website_1,keyword_id_2621,14,3
website_1,keyword_id_2622,14,3
website_1,keyword_id_2623,14,3
website_1,keyword_id_2624,14,2
website_1,keyword_id_2625,14,2
website_1,keyword_id_2626,14,3
website_1,keyword_id_2627,14,3
website_1,keyword_id_2628,14,2
website_1,keyword_id_2629,14,3
website_1,keyword_id_2630,14,3
website_1,keyword_id_2631,14,2
website_1,keyword_id_2632,14,2
website_1,keyword_id_2633,14,4
website_1,keyword_id_2634,14,4
website_1,keyword_id_2635,14,4
website_1,keyword_id_2636,14,4
website_1,keyword_id_2637,14,3
website_1,keyword_id_2638,14,2
website_1,keyword_id_2639,14,1
website_1,keyword_id_2640,14,3
website_1,keyword_id_2641,14,3
website_1,keyword_id_2642,14,3
website_1,keyword_id_2643,14,4
website_1,keyword_id_2644,14,3
website_1,keyword_id_2645,14,4
website_1,keyword_id_2646,14,5
website_1,keyword_id_2647,14,3
website_1,keyword_id_2648,14,3
website_1,keyword_id_2649,14,2
website_1,keyword_id_2650,14,2
website_1,keyword_id_2651,14,3
website_1,keyword_id_2652,14,2
website_1,keyword_id_2653,14,3
website_1,keyword_id_2654,14,2
website_1,keyword_id_2655,13,2
website_1,keyword_id_2656,13,1
website_1,keyword_id_2657,13,2
website_1,keyword_id_2658,13,2
website_1,keyword_id_2659,13,3
website_1,keyword_id_2660,13,2
website_1,keyword_id_2661,13,4
website_1,keyword_id_2662,13,2
website_1,keyword_id_2663,13,4
website_1,keyword_id_2664,13,2
website_1,keyword_id_2665,13,2
website_1,keyword_id_2666,13,3
website_1,keyword_id_2667,13,4
website_1,keyword_id_2668,13,3
website_1,keyword_id_2669,13,3
website_1,keyword_id_2670,13,4
website_1,keyword_id_2671,13,3
website_1,keyword_id_2672,13,2
website_1,keyword_id_2673,13,2
website_1,keyword_id_2674,13,5
website_1,keyword_id_2675,13,3
website_1,keyword_id_2676,13,3
website_1,keyword_id_2677,13,4
website_1,keyword_id_2678,13,2
website_1,keyword_id_2679,13,3
website_1,keyword_id_2680,13,2
website_1,keyword_id_2681,13,3
website_1,keyword_id_2682,13,2
website_1,keyword_id_2683,13,3
website_1,keyword_id_2684,13,5
website_1,keyword_id_2685,13,3
website_1,keyword_id_2686,13,4
website_1,keyword_id_2687,13,3
website_1,keyword_id_2688,13,4
website_1,keyword_id_2689,13,3
website_1,keyword_id_2690,13,2
website_1,keyword_id_2691,13,2
website_1,keyword_id_2692,13,3
website_1,keyword_id_2693,13,4
website_1,keyword_id_2694,13,5
website_1,keyword_id_2695,13,4
website_1,keyword_id_2696,13,5
website_1,keyword_id_2697,13,3
website_1,keyword_id_2698,13,2
website_1,keyword_id_2699,13,3
website_1,keyword_id_2700,13,2
website_1,keyword_id_2701,13,2
website_1,keyword_id_2702,13,3
website_1,keyword_id_2703,13,2
website_1,keyword_id_2704,13,4
website_1,keyword_id_2705,13,3
website_1,keyword_id_2706,13,4
website_1,keyword_id_2707,13,2
website_1,keyword_id_2708,13,2
website_1,keyword_id_2709,13,3
website_1,keyword_id_2710,13,3
website_1,keyword_id_2711,13,3
website_1,keyword_id_2712,13,4
website_1,keyword_id_2713,13,6
website_1,keyword_id_2714,13,4
website_1,keyword_id_2715,13,4
website_1,keyword_id_2716,13,4
website_1,keyword_id_2717,13,4
website_1,keyword_id_2718,13,2
website_1,keyword_id_2719,13,5
website_1,keyword_id_2720,13,3
website_1,keyword_id_2721,13,3
website_1,keyword_id_2722,13,2
website_1,keyword_id_2723,13,2
website_1,keyword_id_2724,13,3
website_1,keyword_id_2725,13,3
website_1,keyword_id_2726,13,4
website_1,keyword_id_2727,13,2
website_1,keyword_id_2728,13,3
website_1,keyword_id_2729,13,5
website_1,keyword_id_2730,13,3
website_1,keyword_id_2731,13,4
website_1,keyword_id_2732,13,4
website_1,keyword_id_2733,13,4
website_1,keyword_id_2734,13,4
website_1,keyword_id_2735,13,2
website_1,keyword_id_2736,13,2
website_1,keyword_id_2737,13,3
website_1,keyword_id_2738,13,4
website_1,keyword_id_2739,13,2
website_1,keyword_id_2740,13,4
website_1,keyword_id_2741,13,2
website_1,keyword_id_2742,13,2
website_1,keyword_id_2743,13,3
website_1,keyword_id_2744,13,4
website_1,keyword_id_2745,13,2
website_1,keyword_id_2746,13,3
website_1,keyword_id_2747,13,3
website_1,keyword_id_2748,13,4
website_1,keyword_id_2749,13,4
website_1,keyword_id_2750,13,2
website_1,keyword_id_2751,13,4
website_1,keyword_id_2752,13,3
website_1,keyword_id_2753,13,3
website_1,keyword_id_2754,13,3
website_1,keyword_id_2755,13,3
website_1,keyword_id_2756,13,4
website_1,keyword_id_2757,13,4
website_1,keyword_id_2758,13,3
website_1,keyword_id_2759,12,5
website_1,keyword_id_2760,12,2
website_1,keyword_id_2761,12,3
website_1,keyword_id_2762,12,3
website_1,keyword_id_2763,12,2
website_1,keyword_id_2764,12,2
website_1,keyword_id_2765,12,3
website_1,keyword_id_2766,12,5
website_1,keyword_id_2767,12,5
website_1,keyword_id_2768,12,4
website_1,keyword_id_2769,12,1
website_1,keyword_id_2770,12,2
website_1,keyword_id_2771,12,3
website_1,keyword_id_2772,12,2
website_1,keyword_id_2773,12,2
website_1,keyword_id_2774,12,3
website_1,keyword_id_2775,12,2
website_1,keyword_id_2776,12,4
website_1,keyword_id_2777,12,3
website_1,keyword_id_2778,12,4
website_1,keyword_id_2779,12,3
website_1,keyword_id_2780,12,2
website_1,keyword_id_2781,12,3
website_1,keyword_id_2782,12,3
website_1,keyword_id_2783,12,3
website_1,keyword_id_2784,12,2
website_1,keyword_id_2785,12,3
website_1,keyword_id_2786,12,3
website_1,keyword_id_2787,12,4
website_1,keyword_id_2788,12,3
website_1,keyword_id_2789,12,3
website_1,keyword_id_2790,12,2
website_1,keyword_id_2791,12,5
website_1,keyword_id_2792,12,4
website_1,keyword_id_2793,12,2
website_1,keyword_id_2794,12,4
website_1,keyword_id_2795,12,2
website_1,keyword_id_2796,12,3
website_1,keyword_id_2797,12,4
website_1,keyword_id_2798,12,3
website_1,keyword_id_2799,12,2
website_1,keyword_id_2800,12,3
website_1,keyword_id_2801,12,4
website_1,keyword_id_2802,12,4
website_1,keyword_id_2803,12,5
website_1,keyword_id_2804,12,3
website_1,keyword_id_2805,12,5
website_1,keyword_id_2806,12,4
website_1,keyword_id_2807,12,3
website_1,keyword_id_2808,12,4
website_1,keyword_id_2809,12,2
website_1,keyword_id_2810,12,2
website_1,keyword_id_2811,12,3
website_1,keyword_id_2812,12,2
website_1,keyword_id_2813,12,3
website_1,keyword_id_2814,12,2
website_1,keyword_id_2815,12,4
website_1,keyword_id_2816,12,2
website_1,keyword_id_2817,12,3
website_1,keyword_id_2818,12,4
website_1,keyword_id_2819,12,3
website_1,keyword_id_2820,12,3
website_1,keyword_id_2821,12,3
website_1,keyword_id_2822,12,3
website_1,keyword_id_2823,12,4
website_1,keyword_id_2824,12,2
website_1,keyword_id_2825,12,3
website_1,keyword_id_2826,12,3
website_1,keyword_id_2827,12,4
website_1,keyword_id_2828,12,1
website_1,keyword_id_2829,12,3
website_1,keyword_id_2830,12,3
website_1,keyword_id_2831,12,4
website_1,keyword_id_2832,12,2
website_1,keyword_id_2833,12,2
website_1,keyword_id_2834,12,2
website_1,keyword_id_2835,12,3
website_1,keyword_id_2836,12,2
website_1,keyword_id_2837,12,3
website_1,keyword_id_2838,12,2
website_1,keyword_id_2839,12,3
website_1,keyword_id_2840,12,3
website_1,keyword_id_2841,12,4
website_1,keyword_id_2842,12,1
website_1,keyword_id_2843,12,3
website_1,keyword_id_2844,12,3
website_1,keyword_id_2845,12,3
website_1,keyword_id_2846,12,4
website_1,keyword_id_2847,12,3
website_1,keyword_id_2848,12,1
website_1,keyword_id_2849,12,3
website_1,keyword_id_2850,12,2
website_1,keyword_id_2851,12,2
website_1,keyword_id_2852,12,3
website_1,keyword_id_2853,12,4
website_1,keyword_id_2854,12,4
website_1,keyword_id_2855,12,3
website_1,keyword_id_2856,12,2
website_1,keyword_id_2857,12,5
website_1,keyword_id_2858,12,2
website_1,keyword_id_2859,12,2
website_1,keyword_id_2860,12,2
website_1,keyword_id_2861,12,1
website_1,keyword_id_2862,12,4
website_1,keyword_id_2863,12,4
website_1,keyword_id_2864,12,2
website_1,keyword_id_2865,12,6
website_1,keyword_id_2866,12,5
website_1,keyword_id_2867,12,5
website_1,keyword_id_2868,12,3
website_1,keyword_id_2869,12,2
website_1,keyword_id_2870,12,5
website_1,keyword_id_2871,12,2
website_1,keyword_id_2872,12,2
website_1,keyword_id_2873,12,3
website_1,keyword_id_2874,12,3
website_1,keyword_id_2875,12,2
website_1,keyword_id_2876,12,3
website_1,keyword_id_2877,12,3
website_1,keyword_id_2878,12,3
website_1,keyword_id_2879,12,3
website_1,keyword_id_2880,12,2
website_1,keyword_id_2881,11,2
website_1,keyword_id_2882,11,2
website_1,keyword_id_2883,11,1
website_1,keyword_id_2884,11,1
website_1,keyword_id_2885,11,2
website_1,keyword_id_2886,11,2
website_1,keyword_id_2887,11,2
website_1,keyword_id_2888,11,2
website_1,keyword_id_2889,11,2
website_1,keyword_id_2890,11,1
website_1,keyword_id_2891,11,2
website_1,keyword_id_2892,11,3
website_1,keyword_id_2893,11,1
website_1,keyword_id_2894,11,3
website_1,keyword_id_2895,11,3
website_1,keyword_id_2896,11,2
website_1,keyword_id_2897,11,5
website_1,keyword_id_2898,11,2
website_1,keyword_id_2899,11,3
website_1,keyword_id_2900,11,3
website_1,keyword_id_2901,11,3
website_1,keyword_id_2902,11,4
website_1,keyword_id_2903,11,3
website_1,keyword_id_2904,11,2
website_1,keyword_id_2905,11,2
website_1,keyword_id_2906,11,3
website_1,keyword_id_2907,11,4
website_1,keyword_id_2908,11,2
website_1,keyword_id_2909,11,3
website_1,keyword_id_2910,11,2
website_1,keyword_id_2911,11,2
website_1,keyword_id_2912,11,3
website_1,keyword_id_2913,11,3
website_1,keyword_id_2914,11,4
website_1,keyword_id_2915,11,3
website_1,keyword_id_2916,11,3
website_1,keyword_id_2917,11,5
website_1,keyword_id_2918,11,4
website_1,keyword_id_2919,11,3
website_1,keyword_id_2920,11,3
website_1,keyword_id_2921,11,4
website_1,keyword_id_2922,11,4
website_1,keyword_id_2923,11,2
website_1,keyword_id_2924,11,4
website_1,keyword_id_2925,11,3
website_1,keyword_id_2926,11,3
website_1,keyword_id_2927,11,2
website_1,keyword_id_2928,11,3
website_1,keyword_id_2929,11,2
website_1,keyword_id_2930,11,5
website_1,keyword_id_2931,11,4
website_1,keyword_id_2932,11,5
website_1,keyword_id_2933,11,2
website_1,keyword_id_2934,11,2
website_1,keyword_id_2935,11,5
website_1,keyword_id_2936,11,4
website_1,keyword_id_2937,11,4
website_1,keyword_id_2938,11,3
website_1,keyword_id_2939,11,4
website_1,keyword_id_2940,11,4
website_1,keyword_id_2941,11,5
website_1,keyword_id_2942,11,3
website_1,keyword_id_2943,11,5
website_1,keyword_id_2944,11,2
website_1,keyword_id_2945,11,2
website_1,keyword_id_2946,11,4
website_1,keyword_id_2947,11,3
website_1,keyword_id_2948,11,3
website_1,keyword_id_2949,11,6
website_1,keyword_id_2950,11,5
website_1,keyword_id_2951,11,2
website_1,keyword_id_2952,11,3
website_1,keyword_id_2953,11,3
website_1,keyword_id_2954,11,3
website_1,keyword_id_2955,11,3
website_1,keyword_id_2956,11,2
website_1,keyword_id_2957,11,3
website_1,keyword_id_2958,11,5
website_1,keyword_id_2959,11,4
website_1,keyword_id_2960,11,3
website_1,keyword_id_2961,11,3
website_1,keyword_id_2962,11,3
website_1,keyword_id_2963,11,4
website_1,keyword_id_2964,11,3
website_1,keyword_id_2965,11,3
website_1,keyword_id_2966,11,4
website_1,keyword_id_2967,11,3
website_1,keyword_id_2968,11,2
website_1,keyword_id_2969,11,3
website_1,keyword_id_2970,11,6
website_1,keyword_id_2971,11,1
website_1,keyword_id_2972,11,2
website_1,keyword_id_2973,11,4
website_1,keyword_id_2974,11,4
website_1,keyword_id_2975,11,3
website_1,keyword_id_2976,11,3
website_1,keyword_id_2977,11,4
website_1,keyword_id_2978,11,5
website_1,keyword_id_2979,11,3
website_1,keyword_id_2980,11,1
website_1,keyword_id_2981,11,1
website_1,keyword_id_2982,11,3
website_1,keyword_id_2983,11,3
website_1,keyword_id_2984,11,3
website_1,keyword_id_2985,11,2
website_1,keyword_id_2986,11,4
website_1,keyword_id_2987,11,1
website_1,keyword_id_2988,11,2
website_1,keyword_id_2989,11,3
website_1,keyword_id_2990,11,3
website_1,keyword_id_2991,11,2
website_1,keyword_id_2992,11,3
website_1,keyword_id_2993,11,3
website_1,keyword_id_2994,11,3
website_1,keyword_id_2995,11,3
website_1,keyword_id_2996,11,3
website_1,keyword_id_2997,11,2
website_1,keyword_id_2998,11,3
website_1,keyword_id_2999,11,3
website_1,keyword_id_3000,11,2
website_1,keyword_id_3001,11,2
website_1,keyword_id_3002,11,2
website_1,keyword_id_3003,11,3
website_1,keyword_id_3004,11,3
website_1,keyword_id_3005,11,4
website_1,keyword_id_3006,11,3
website_1,keyword_id_3007,11,3
website_1,keyword_id_3008,11,2
website_1,keyword_id_3009,11,2
website_1,keyword_id_3010,11,4
website_1,keyword_id_3011,11,3
website_1,keyword_id_3012,11,3
website_1,keyword_id_3013,11,4
website_1,keyword_id_3014,11,3
website_1,keyword_id_3015,11,3
website_1,keyword_id_3016,11,3
website_1,keyword_id_3017,11,2
website_1,keyword_id_3018,11,3
website_1,keyword_id_3019,11,4
website_1,keyword_id_3020,11,4
website_1,keyword_id_3021,11,4
website_1,keyword_id_3022,11,3
website_1,keyword_id_3023,11,3
website_1,keyword_id_3024,11,5
website_1,keyword_id_3025,11,3
website_1,keyword_id_3026,11,3
website_1,keyword_id_3027,11,4
website_1,keyword_id_3028,11,2
website_1,keyword_id_3029,10,4
website_1,keyword_id_3030,10,3
website_1,keyword_id_3031,10,2
website_1,keyword_id_3032,10,2
website_1,keyword_id_3033,10,2
website_1,keyword_id_3034,10,1
website_1,keyword_id_3035,10,5
website_1,keyword_id_3036,10,3
website_1,keyword_id_3037,10,3
website_1,keyword_id_3038,10,5
website_1,keyword_id_3039,10,3
website_1,keyword_id_3040,10,4
website_1,keyword_id_3041,10,5
website_1,keyword_id_3042,10,4
website_1,keyword_id_3043,10,2
website_1,keyword_id_3044,10,5
website_1,keyword_id_3045,10,3
website_1,keyword_id_3046,10,3
website_1,keyword_id_3047,10,2
website_1,keyword_id_3048,10,2
website_1,keyword_id_3049,10,3
website_1,keyword_id_3050,10,3
website_1,keyword_id_3051,10,3
website_1,keyword_id_3052,10,3
website_1,keyword_id_3053,10,3
website_1,keyword_id_3054,10,2
website_1,keyword_id_3055,10,3
website_1,keyword_id_3056,10,4
website_1,keyword_id_3057,10,2
website_1,keyword_id_3058,10,3
website_1,keyword_id_3059,10,3
website_1,keyword_id_3060,10,2
website_1,keyword_id_3061,10,4
website_1,keyword_id_3062,10,3
website_1,keyword_id_3063,10,3
website_1,keyword_id_3064,10,4
website_1,keyword_id_3065,10,4
website_1,keyword_id_3066,10,3
website_1,keyword_id_3067,10,3
website_1,keyword_id_3068,10,3
website_1,keyword_id_3069,10,4
website_1,keyword_id_3070,10,5
website_1,keyword_id_3071,10,4
website_1,keyword_id_3072,10,1
website_1,keyword_id_3073,10,3
website_1,keyword_id_3074,10,3
website_1,keyword_id_3075,10,3
website_1,keyword_id_3076,10,2
website_1,keyword_id_3077,10,4
website_1,keyword_id_3078,10,5
website_1,keyword_id_3079,10,5
website_1,keyword_id_3080,10,5
website_1,keyword_id_3081,10,5
website_1,keyword_id_3082,10,4
website_1,keyword_id_3083,10,5
website_1,keyword_id_3084,10,3
website_1,keyword_id_3085,10,3
website_1,keyword_id_3086,10,4
website_1,keyword_id_3087,10,2
website_1,keyword_id_3088,10,3
website_1,keyword_id_3089,10,3
website_1,keyword_id_3090,10,3
website_1,keyword_id_3091,10,4
website_1,keyword_id_3092,10,2
website_1,keyword_id_3093,10,2
website_1,keyword_id_3094,10,2
website_1,keyword_id_3095,10,2
website_1,keyword_id_3096,10,4
website_1,keyword_id_3097,10,3
website_1,keyword_id_3098,10,3
website_1,keyword_id_3099,10,3
website_1,keyword_id_3100,10,4
website_1,keyword_id_3101,10,3
website_1,keyword_id_3102,10,2
website_1,keyword_id_3103,10,3
website_1,keyword_id_3104,10,3
website_1,keyword_id_3105,10,4
website_1,keyword_id_3106,10,3
website_1,keyword_id_3107,10,2
website_1,keyword_id_3108,10,4
website_1,keyword_id_3109,10,5
website_1,keyword_id_3110,10,3
website_1,keyword_id_3111,10,3
website_1,keyword_id_3112,10,3
website_1,keyword_id_3113,10,3
website_1,keyword_id_3114,10,2
website_1,keyword_id_3115,10,4
website_1,keyword_id_3116,10,4
website_1,keyword_id_3117,10,2
website_1,keyword_id_3118,10,2
website_1,keyword_id_3119,10,4
website_1,keyword_id_3120,10,4
website_1,keyword_id_3121,10,4
website_1,keyword_id_3122,10,3
website_1,keyword_id_3123,10,3
website_1,keyword_id_3124,10,3
website_1,keyword_id_3125,10,5
website_1,keyword_id_3126,10,3
website_1,keyword_id_3127,10,3
website_1,keyword_id_3128,10,4
website_1,keyword_id_3129,10,4
website_1,keyword_id_3130,10,3
website_1,keyword_id_3131,10,4
website_1,keyword_id_3132,10,2
website_1,keyword_id_3133,10,2
website_1,keyword_id_3134,10,2
website_1,keyword_id_3135,10,3
website_1,keyword_id_3136,10,2
website_1,keyword_id_3137,10,3
website_1,keyword_id_3138,10,4
website_1,keyword_id_3139,10,2
website_1,keyword_id_3140,10,2
website_1,keyword_id_3141,10,4
website_1,keyword_id_3142,10,4
website_1,keyword_id_3143,10,1
website_1,keyword_id_3144,10,2
website_1,keyword_id_3145,10,2
website_1,keyword_id_3146,10,4
website_1,keyword_id_3147,10,1
website_1,keyword_id_3148,10,3
website_1,keyword_id_3149,10,4
website_1,keyword_id_3150,10,3
website_1,keyword_id_3151,10,3
website_1,keyword_id_3152,10,3
website_1,keyword_id_3153,10,4
website_1,keyword_id_3154,10,3
website_1,keyword_id_3155,10,3
website_1,keyword_id_3156,10,2
website_1,keyword_id_3157,10,4
website_1,keyword_id_3158,10,5
website_1,keyword_id_3159,10,5
website_1,keyword_id_3160,10,6
website_1,keyword_id_3161,10,4
website_1,keyword_id_3162,10,3
website_1,keyword_id_3163,10,5
website_1,keyword_id_3164,10,3
website_1,keyword_id_3165,10,4
website_1,keyword_id_3166,10,2
website_1,keyword_id_3167,10,3
website_1,keyword_id_3168,10,2
website_1,keyword_id_3169,10,3
website_1,keyword_id_3170,10,3
website_1,keyword_id_3171,10,3
website_1,keyword_id_3172,10,4
website_1,keyword_id_3173,10,4
website_1,keyword_id_3174,10,4
website_1,keyword_id_3175,10,5
website_1,keyword_id_3176,10,3
website_1,keyword_id_3177,10,5
website_1,keyword_id_3178,10,3
website_1,keyword_id_3179,10,3
website_1,keyword_id_3180,10,3
website_1,keyword_id_3181,10,1
website_1,keyword_id_3182,9,2
website_1,keyword_id_3183,9,3
website_1,keyword_id_3184,9,4
website_1,keyword_id_3185,9,1
website_1,keyword_id_3186,9,2
website_1,keyword_id_3187,9,2
website_1,keyword_id_3188,9,2
website_1,keyword_id_3189,9,3
website_1,keyword_id_3190,9,2
website_1,keyword_id_3191,9,2
website_1,keyword_id_3192,9,3
website_1,keyword_id_3193,9,4
website_1,keyword_id_3194,9,1
website_1,keyword_id_3195,9,3
website_1,keyword_id_3196,9,3
website_1,keyword_id_3197,9,1
website_1,keyword_id_3198,9,4
website_1,keyword_id_3199,9,2
website_1,keyword_id_3200,9,2
website_1,keyword_id_3201,9,5
website_1,keyword_id_3202,9,4
website_1,keyword_id_3203,9,4
website_1,keyword_id_3204,9,3
website_1,keyword_id_3205,9,4
website_1,keyword_id_3206,9,3
website_1,keyword_id_3207,9,2
website_1,keyword_id_3208,9,2
website_1,keyword_id_3209,9,3
website_1,keyword_id_3210,9,3
website_1,keyword_id_3211,9,3
website_1,keyword_id_3212,9,4
website_1,keyword_id_3213,9,4
website_1,keyword_id_3214,9,3
website_1,keyword_id_3215,9,3
website_1,keyword_id_3216,9,2
website_1,keyword_id_3217,9,1
website_1,keyword_id_3218,9,3
website_1,keyword_id_3219,9,3
website_1,keyword_id_3220,9,3
website_1,keyword_id_3221,9,4
website_1,keyword_id_3222,9,4
website_1,keyword_id_3223,9,3
website_1,keyword_id_3224,9,2
website_1,keyword_id_3225,9,3
website_1,keyword_id_3226,9,3
website_1,keyword_id_3227,9,2
website_1,keyword_id_3228,9,2
website_1,keyword_id_3229,9,3
website_1,keyword_id_3230,9,4
website_1,keyword_id_3231,9,2
website_1,keyword_id_3232,9,3
website_1,keyword_id_3233,9,3
website_1,keyword_id_3234,9,3
website_1,keyword_id_3235,9,3
website_1,keyword_id_3236,9,4
website_1,keyword_id_3237,9,4
website_1,keyword_id_3238,9,3
website_1,keyword_id_3239,9,2
website_1,keyword_id_3240,9,3
website_1,keyword_id_3241,9,3
website_1,keyword_id_3242,9,2
website_1,keyword_id_3243,9,2
website_1,keyword_id_3244,9,3
website_1,keyword_id_3245,9,4
website_1,keyword_id_3246,9,4
website_1,keyword_id_3247,9,4
website_1,keyword_id_3248,9,5
website_1,keyword_id_3249,9,4
website_1,keyword_id_3250,9,4
website_1,keyword_id_3251,9,4
website_1,keyword_id_3252,9,5
website_1,keyword_id_3253,9,4
website_1,keyword_id_3254,9,5
website_1,keyword_id_3255,9,5
website_1,keyword_id_3256,9,3
website_1,keyword_id_3257,9,3
website_1,keyword_id_3258,9,4
website_1,keyword_id_3259,9,2
website_1,keyword_id_3260,9,3
website_1,keyword_id_3261,9,2
website_1,keyword_id_3262,9,2
website_1,keyword_id_3263,9,3
website_1,keyword_id_3264,9,4
website_1,keyword_id_3265,9,4
website_1,keyword_id_3266,9,3
website_1,keyword_id_3267,9,3
website_1,keyword_id_3268,9,3
website_1,keyword_id_3269,9,3
website_1,keyword_id_3270,9,1
website_1,keyword_id_3271,9,3
website_1,keyword_id_3272,9,2
website_1,keyword_id_3273,9,3
website_1,keyword_id_3274,9,2
website_1,keyword_id_3275,9,5
website_1,keyword_id_3276,9,3
website_1,keyword_id_3277,9,3
website_1,keyword_id_3278,9,3
website_1,keyword_id_3279,9,3
website_1,keyword_id_3280,9,3
website_1,keyword_id_3281,9,2
website_1,keyword_id_3282,9,2
website_1,keyword_id_3283,9,4
website_1,keyword_id_3284,9,4
website_1,keyword_id_3285,9,4
website_1,keyword_id_3286,9,2
website_1,keyword_id_3287,9,3
website_1,keyword_id_3288,9,3
website_1,keyword_id_3289,9,5
website_1,keyword_id_3290,9,5
website_1,keyword_id_3291,9,3
website_1,keyword_id_3292,9,3
website_1,keyword_id_3293,9,4
website_1,keyword_id_3294,9,4
website_1,keyword_id_3295,9,3
website_1,keyword_id_3296,9,3
website_1,keyword_id_3297,9,3
website_1,keyword_id_3298,9,4
website_1,keyword_id_3299,9,3
website_1,keyword_id_3300,9,4
website_1,keyword_id_3301,9,3
website_1,keyword_id_3302,9,3
website_1,keyword_id_3303,9,3
website_1,keyword_id_3304,9,4
website_1,keyword_id_3305,9,3
website_1,keyword_id_3306,9,3
website_1,keyword_id_3307,9,3
website_1,keyword_id_3308,9,3
website_1,keyword_id_3309,9,4
website_1,keyword_id_3310,9,5
website_1,keyword_id_3311,9,4
website_1,keyword_id_3312,9,3
website_1,keyword_id_3313,9,1
website_1,keyword_id_3314,9,1
website_1,keyword_id_3315,9,3
website_1,keyword_id_3316,9,2
website_1,keyword_id_3317,9,3
website_1,keyword_id_3318,9,4
website_1,keyword_id_3319,9,3
website_1,keyword_id_3320,9,2
website_1,keyword_id_3321,9,2
website_1,keyword_id_3322,9,3
website_1,keyword_id_3323,9,2
website_1,keyword_id_3324,9,5
website_1,keyword_id_3325,9,2
website_1,keyword_id_3326,9,4
website_1,keyword_id_3327,9,3
website_1,keyword_id_3328,9,3
website_1,keyword_id_3329,9,2
website_1,keyword_id_3330,9,1
website_1,keyword_id_3331,9,3
website_1,keyword_id_3332,9,4
website_1,keyword_id_3333,9,3
website_1,keyword_id_3334,9,3
website_1,keyword_id_3335,9,2
website_1,keyword_id_3336,9,2
website_1,keyword_id_3337,9,4
website_1,keyword_id_3338,9,3
website_1,keyword_id_3339,9,2
website_1,keyword_id_3340,9,2
website_1,keyword_id_3341,9,3
website_1,keyword_id_3342,9,2
website_1,keyword_id_3343,9,2
website_1,keyword_id_3344,9,5
website_1,keyword_id_3345,9,3
website_1,keyword_id_3346,9,2
website_1,keyword_id_3347,9,2
website_1,keyword_id_3348,9,3
website_1,keyword_id_3349,9,2
website_1,keyword_id_3350,9,3
website_1,keyword_id_3351,9,4
website_1,keyword_id_3352,9,1
website_1,keyword_id_3353,9,3
website_1,keyword_id_3354,9,2
website_1,keyword_id_3355,9,4
website_1,keyword_id_3356,9,2
website_1,keyword_id_3357,9,3
website_1,keyword_id_3358,9,4
website_1,keyword_id_3359,9,2
website_1,keyword_id_3360,9,4
website_1,keyword_id_3361,9,4
website_1,keyword_id_3362,9,4
website_1,keyword_id_3363,9,2
website_1,keyword_id_3364,9,3
website_1,keyword_id_3365,9,2
website_1,keyword_id_3366,9,4
website_1,keyword_id_3367,9,3
website_1,keyword_id_3368,9,4
website_1,keyword_id_3369,9,3
website_1,keyword_id_3370,9,4
website_1,keyword_id_3371,9,4
website_1,keyword_id_3372,9,3
website_1,keyword_id_3373,9,3
website_1,keyword_id_3374,9,2
website_1,keyword_id_3375,9,3
website_1,keyword_id_3376,9,2
website_1,keyword_id_3377,9,2
website_1,keyword_id_3378,8,3
website_1,keyword_id_3379,8,3
website_1,keyword_id_3380,8,4
website_1,keyword_id_3381,8,2
website_1,keyword_id_3382,8,2
website_1,keyword_id_3383,8,3
website_1,keyword_id_3384,8,4
website_1,keyword_id_3385,8,3
website_1,keyword_id_3386,8,2
website_1,keyword_id_3387,8,3
website_1,keyword_id_3388,8,4
website_1,keyword_id_3389,8,4
website_1,keyword_id_3390,8,4
website_1,keyword_id_3391,8,3
website_1,keyword_id_3392,8,4
website_1,keyword_id_3393,8,2
website_1,keyword_id_3394,8,3
website_1,keyword_id_3395,8,4
website_1,keyword_id_3396,8,3
website_1,keyword_id_3397,8,2
website_1,keyword_id_3398,8,3
website_1,keyword_id_3399,8,3
website_1,keyword_id_3400,8,5
website_1,keyword_id_3401,8,5
website_1,keyword_id_3402,8,3
website_1,keyword_id_3403,8,2
website_1,keyword_id_3404,8,3
website_1,keyword_id_3405,8,3
website_1,keyword_id_3406,8,3
website_1,keyword_id_3407,8,5
website_1,keyword_id_3408,8,2
website_1,keyword_id_3409,8,6
